order_id,order_item_id,customer_id,creation_date,completion_date,product_id,qnt,cost,category_id
134,2,852,2018-01-02 00:03:04,2018-01-20 12:23:58,sam2,1,150,Samsung
134,3,852,2018-01-02 03:27:30,2018-01-14 01:41:53,sam2,1,150,Samsung
134,4,852,2018-01-05 04:45:55,2018-01-28 02:23:05,htcone,2,100,HTC
135,1,312,2018-01-02 00:49:17,2018-01-22 06:46:32,app2,2,10,Apple
135,2,312,2018-01-05 20:34:26,2018-01-19 04:15:37,app1,1,300,Apple
135,3,312,2018-01-03 11:08:54,2018-01-12 22:16:14,sam1,1,200,Samsung
135,4,312,2018-01-03 22:47:38,2018-01-11 02:18:03,app1,2,300,Apple
136,1,728,2018-01-08 04:44:24,2018-01-20 07:04:33,app1,3,300,Apple
137,1,347,2018-01-08 04:03:45,2018-01-13 18:37:21,htc2,3,110,HTC
138,1,386,2018-01-06 05:59:32,2018-01-18 10:39:47,htc2,2,110,HTC
138,2,386,2018-01-04 10:03:30,2018-01-26 20:50:56,htc2,3,110,HTC
138,3,386,2018-01-06 23:28:58,2018-01-13 23:57:44,app2,1,10,Apple
139,1,853,2018-01-01 23:45:40,2018-01-21 01:15:05,htcone,3,100,HTC
140,1,122,2018-01-07 03:26:59,2018-01-28 11:09:18,htc2,3,110,HTC
140,2,122,2018-01-08 21:25:14,2018-01-24 20:54:19,sam2,3,150,Samsung
140,3,122,2018-01-05 00:17:09,2018-01-25 10:14:24,app1,1,300,Apple
141,1,784,2018-01-07 07:15:49,2018-01-19 13:44:08,app1,2,300,Apple
142,1,531,2018-01-03 04:08:28,2018-01-22 16:18:47,app1,3,300,Apple
142,2,531,2018-01-06 05:05:07,2018-01-24 16:29:01,sam2,1,150,Samsung
143,1,195,2018-01-02 19:14:13,2018-01-13 16:04:13,htcone,1,100,HTC
143,2,195,2018-01-07 12:35:40,2018-01-30 01:28:09,sam1,1,200,Samsung
143,3,195,2018-01-02 16:40:19,2018-01-19 05:08:04,htc3,3,220,HTC
143,4,195,2018-01-06 06:38:50,2018-01-26 18:30:18,app1,2,300,Apple
144,1,403,2018-01-04 04:48:36,2018-01-11 12:15:17,app3,1,520,Apple
144,2,403,2018-01-07 13:06:45,2018-01-31 05:40:59,htc2,1,110,HTC
144,3,403,2018-01-02 05:40:35,2018-01-18 16:57:48,sam2,1,150,Samsung
145,1,597,2018-01-07 10:03:48,2018-01-31 18:16:58,htcone,3,100,HTC
145,2,597,2018-01-06 22:20:11,2018-01-31 06:04:33,sam2,2,150,Samsung
146,1,731,2018-01-04 03:59:20,2018-01-22 20:49:56,sam3,3,20,Samsung
146,2,731,2018-01-04 13:11:59,2018-01-27 22:33:13,sam2,3,150,Samsung
146,3,731,2018-01-03 03:12:33,2018-01-21 03:41:15,htcone,3,100,HTC
147,1,701,2018-01-01 13:10:31,2018-01-18 01:22:43,htcone,1,100,HTC
147,2,701,2018-01-07 16:40:08,2018-01-15 21:44:54,sam2,1,150,Samsung
147,3,701,2018-01-08 00:49:46,2018-01-17 20:19:00,htc2,1,110,HTC
147,4,701,2018-01-04 05:58:30,2018-01-22 17:35:32,htcone,3,100,HTC
148,1,3,2018-01-03 22:23:24,2018-01-11 18:53:29,htc2,1,110,HTC
148,2,3,2018-01-08 09:57:15,2018-01-10 17:12:51,app3,3,520,Apple
148,3,3,2018-01-06 03:27:22,2018-01-20 06:43:20,htcone,3,100,HTC
148,4,3,2018-01-02 15:58:36,2018-01-18 03:42:00,htc2,3,110,HTC
149,1,378,2018-01-01 13:25:10,2018-01-30 20:33:30,sam1,2,200,Samsung
150,1,389,2018-01-06 01:13:25,2018-01-26 12:56:40,htc3,2,220,HTC
150,2,389,2018-01-01 13:45:42,2018-01-09 14:01:29,sam3,1,20,Samsung
150,3,389,2018-01-08 19:03:03,2018-01-29 16:16:31,htcone,3,100,HTC
151,1,573,2018-01-06 05:57:06,2018-01-25 03:02:52,htcone,2,100,HTC
152,1,450,2018-01-01 19:33:26,2018-01-30 20:31:29,sam2,1,150,Samsung
152,2,450,2018-01-07 00:30:58,2018-01-31 02:07:55,sam3,2,20,Samsung
153,1,701,2018-01-03 02:08:45,2018-01-27 15:45:29,htc3,3,220,HTC
153,2,701,2018-01-05 22:33:24,2018-01-09 21:41:26,htc3,1,220,HTC
154,1,827,2018-01-01 16:57:14,2018-01-26 12:38:42,htc3,3,220,HTC
154,2,827,2018-01-08 18:07:02,2018-01-10 16:59:46,sam3,1,20,Samsung
155,1,549,2018-01-05 00:41:25,2018-01-14 19:18:26,sam2,3,150,Samsung
156,1,204,2018-01-03 19:37:55,2018-01-31 13:42:25,sam2,2,150,Samsung
156,2,204,2018-01-06 12:06:35,2018-01-22 18:29:38,sam2,2,150,Samsung
156,3,204,2018-01-08 14:24:27,2018-01-27 21:06:12,sam2,1,150,Samsung
157,1,672,2018-01-06 14:52:07,2018-01-30 02:54:51,sam1,2,200,Samsung
157,2,672,2018-01-07 23:01:27,2018-01-22 16:01:32,htc2,2,110,HTC
157,3,672,2018-01-02 15:00:59,2018-01-20 05:45:12,sam1,3,200,Samsung
157,4,672,2018-01-03 01:02:20,2018-01-10 02:41:45,htc2,2,110,HTC
158,1,831,2018-01-03 23:24:41,2018-01-12 18:17:47,app1,3,300,Apple
158,2,831,2018-01-05 19:36:41,2018-01-21 20:31:12,sam2,1,150,Samsung
159,1,330,2018-01-06 02:16:17,2018-01-31 19:27:51,sam2,3,150,Samsung
159,2,330,2018-01-07 11:31:04,2018-01-17 02:58:52,app2,3,10,Apple
160,1,650,2018-01-05 06:46:46,2018-01-22 11:42:22,sam1,3,200,Samsung
160,2,650,2018-01-02 05:21:14,2018-01-17 08:16:00,app3,1,520,Apple
160,3,650,2018-01-01 05:51:05,2018-01-23 10:27:45,sam2,1,150,Samsung
160,4,650,2018-01-03 22:03:25,2018-01-28 01:53:55,sam2,1,150,Samsung
161,1,563,2018-01-02 12:16:53,2018-01-30 09:18:34,sam3,3,20,Samsung
161,2,563,2018-01-04 01:41:50,2018-01-11 04:16:23,app3,3,520,Apple
162,1,989,2018-01-03 22:40:25,2018-01-29 23:55:16,sam2,1,150,Samsung
162,2,989,2018-01-05 00:08:52,2018-01-11 10:50:28,htc2,3,110,HTC
162,3,989,2018-01-07 01:53:19,2018-01-09 21:09:11,htcone,3,100,HTC
163,1,27,2018-01-04 15:53:54,2018-01-24 21:21:22,app3,1,520,Apple
163,2,27,2018-01-02 22:23:42,2018-01-29 08:47:45,htc3,1,220,HTC
163,3,27,2018-01-08 09:04:31,2018-01-18 02:10:38,htcone,2,100,HTC
163,4,27,2018-01-03 20:58:07,2018-01-20 22:53:59,htcone,2,100,HTC
164,1,808,2018-01-05 11:47:58,2018-01-20 09:47:14,htcone,2,100,HTC
164,2,808,2018-01-07 03:05:24,2018-01-17 03:08:24,app3,3,520,Apple
164,3,808,2018-01-07 18:39:29,2018-01-19 02:59:51,htcone,3,100,HTC
164,4,808,2018-01-03 05:16:16,2018-01-17 06:10:46,htc3,1,220,HTC
165,1,497,2018-01-04 16:22:30,2018-01-13 07:35:44,sam1,2,200,Samsung
165,2,497,2018-01-06 05:12:27,2018-01-22 18:39:49,app2,1,10,Apple
165,3,497,2018-01-05 16:29:23,2018-01-18 17:09:08,sam2,1,150,Samsung
166,1,653,2018-01-07 09:28:00,2018-01-09 03:08:42,app3,1,520,Apple
167,1,449,2018-01-02 18:45:20,2018-01-11 16:46:19,htcone,2,100,HTC
167,2,449,2018-01-04 05:25:51,2018-01-24 23:01:48,sam3,1,20,Samsung
168,1,362,2018-01-07 10:16:04,2018-01-18 11:41:04,htc2,1,110,HTC
168,2,362,2018-01-06 20:31:30,2018-01-25 02:04:42,app1,2,300,Apple
168,3,362,2018-01-08 00:19:55,2018-01-09 13:50:24,app3,3,520,Apple
168,4,362,2018-01-04 21:48:00,2018-01-27 18:41:24,app3,1,520,Apple
169,1,847,2018-01-06 15:20:21,2018-01-13 07:17:54,app3,3,520,Apple
169,2,847,2018-01-06 11:25:40,2018-01-17 01:52:37,app1,2,300,Apple
169,3,847,2018-01-03 21:09:10,2018-01-29 07:07:02,sam2,1,150,Samsung
169,4,847,2018-01-01 21:28:57,2018-01-21 02:25:18,sam1,2,200,Samsung
170,1,514,2018-01-02 20:30:40,2018-01-29 07:37:16,app2,1,10,Apple
170,2,514,2018-01-05 11:37:43,2018-01-31 18:20:22,app2,3,10,Apple
171,1,389,2018-01-04 14:05:51,2018-01-30 22:12:56,app1,3,300,Apple
171,2,389,2018-01-08 03:26:21,2018-01-13 06:48:06,app1,1,300,Apple
172,1,853,2018-01-07 07:02:01,2018-01-16 23:48:50,sam3,3,20,Samsung
172,2,853,2018-01-02 04:30:09,2018-01-17 08:48:42,sam3,3,20,Samsung
172,3,853,2018-01-08 16:40:16,2018-01-17 16:11:08,app2,3,10,Apple
172,4,853,2018-01-07 19:37:58,2018-01-27 13:49:40,sam3,2,20,Samsung
173,1,919,2018-01-02 11:24:00,2018-01-27 01:50:37,htc3,3,220,HTC
173,2,919,2018-01-06 20:58:06,2018-01-19 22:28:34,app1,3,300,Apple
173,3,919,2018-01-06 14:23:50,2018-01-31 04:25:38,app1,2,300,Apple
174,1,321,2018-01-06 14:13:30,2018-01-18 18:07:36,app1,3,300,Apple
174,2,321,2018-01-08 07:56:21,2018-01-09 06:38:56,htcone,2,100,HTC
175,1,377,2018-01-05 10:45:33,2018-01-16 18:51:06,app2,1,10,Apple
175,2,377,2018-01-03 12:11:31,2018-01-15 16:30:44,app2,2,10,Apple
175,3,377,2018-01-08 16:41:05,2018-01-23 13:14:40,htcone,2,100,HTC
175,4,377,2018-01-03 05:04:38,2018-01-28 08:51:29,htc2,1,110,HTC
176,1,348,2018-01-08 14:05:47,2018-01-19 18:53:11,htcone,1,100,HTC
176,2,348,2018-01-08 14:21:32,2018-01-20 03:47:32,htc2,3,110,HTC
176,3,348,2018-01-08 13:57:50,2018-01-09 14:33:08,htcone,2,100,HTC
176,4,348,2018-01-05 09:42:56,2018-01-31 01:33:00,htcone,2,100,HTC
177,1,950,2018-01-03 02:38:17,2018-01-28 02:00:37,htc3,3,220,HTC
177,2,950,2018-01-01 13:42:57,2018-01-26 16:32:06,sam2,3,150,Samsung
177,3,950,2018-01-06 22:26:24,2018-01-20 17:09:39,sam2,2,150,Samsung
177,4,950,2018-01-08 16:10:30,2018-01-28 07:53:16,htc2,2,110,HTC
178,1,932,2018-01-06 05:13:10,2018-01-18 22:33:43,sam2,1,150,Samsung
178,2,932,2018-01-02 00:05:11,2018-01-24 07:02:08,sam3,1,20,Samsung
179,1,293,2018-01-03 15:03:04,2018-01-21 17:51:02,app1,1,300,Apple
179,2,293,2018-01-06 23:11:18,2018-01-10 22:51:15,app3,3,520,Apple
179,3,293,2018-01-03 14:19:09,2018-01-22 22:10:16,app1,3,300,Apple
179,4,293,2018-01-02 00:57:44,2018-01-30 23:21:43,app2,1,10,Apple
180,1,253,2018-01-01 15:23:15,2018-01-17 23:17:31,app2,2,10,Apple
180,2,253,2018-01-06 10:18:44,2018-01-17 07:04:16,sam3,1,20,Samsung
180,3,253,2018-01-01 14:44:31,2018-01-10 10:46:47,sam1,1,200,Samsung
181,1,289,2018-01-08 14:24:21,2018-01-12 18:47:55,sam2,1,150,Samsung
181,2,289,2018-01-03 03:47:22,2018-01-28 20:24:34,app3,3,520,Apple
181,3,289,2018-01-03 20:34:16,2018-01-19 18:13:38,htc2,1,110,HTC
181,4,289,2018-01-08 08:10:24,2018-01-23 21:59:10,app1,3,300,Apple
182,1,631,2018-01-02 00:41:00,2018-01-28 19:04:57,sam1,3,200,Samsung
182,2,631,2018-01-06 11:35:57,2018-01-17 20:46:55,sam2,3,150,Samsung
183,1,818,2018-01-04 23:37:44,2018-01-11 05:48:35,htcone,1,100,HTC
183,2,818,2018-01-05 14:07:49,2018-01-25 04:40:19,sam3,3,20,Samsung
184,1,524,2018-01-07 08:42:13,2018-01-10 17:47:03,app2,2,10,Apple
184,2,524,2018-01-02 01:35:51,2018-01-13 16:16:31,htc2,1,110,HTC
184,3,524,2018-01-05 19:07:04,2018-01-22 23:54:03,htcone,2,100,HTC
184,4,524,2018-01-05 02:41:43,2018-01-12 21:20:56,htcone,1,100,HTC
185,1,942,2018-01-07 23:13:18,2018-01-10 21:45:16,sam3,3,20,Samsung
185,2,942,2018-01-04 22:43:44,2018-01-12 10:30:36,htc3,2,220,HTC
185,3,942,2018-01-06 08:57:58,2018-01-26 09:38:57,sam3,1,20,Samsung
186,1,611,2018-01-05 05:53:19,2018-01-10 16:43:00,sam2,2,150,Samsung
186,2,611,2018-01-02 23:49:55,2018-01-21 04:03:06,sam3,1,20,Samsung
186,3,611,2018-01-01 20:57:39,2018-01-22 21:44:07,htcone,3,100,HTC
187,1,310,2018-01-02 12:33:49,2018-01-25 07:05:12,app1,3,300,Apple
188,1,164,2018-01-01 12:31:51,2018-01-20 14:28:57,htc2,3,110,HTC
188,2,164,2018-01-01 18:57:31,2018-01-20 22:35:29,sam1,1,200,Samsung
188,3,164,2018-01-08 03:40:48,2018-01-24 12:00:33,htc3,2,220,HTC
189,1,930,2018-01-04 18:24:05,2018-01-14 11:12:23,sam3,1,20,Samsung
189,2,930,2018-01-02 12:35:39,2018-01-30 04:07:55,htcone,2,100,HTC
190,1,449,2018-01-07 06:46:13,2018-01-10 06:04:18,app1,1,300,Apple
190,2,449,2018-01-01 01:42:15,2018-01-29 08:45:51,htcone,1,100,HTC
191,1,675,2018-01-03 17:00:24,2018-01-29 22:37:45,sam3,3,20,Samsung
192,1,935,2018-01-02 08:35:07,2018-01-19 06:28:10,app1,1,300,Apple
192,2,935,2018-01-05 22:31:07,2018-01-28 21:01:49,app2,3,10,Apple
192,3,935,2018-01-04 01:15:33,2018-01-11 01:40:25,app3,2,520,Apple
193,1,799,2018-01-07 22:58:20,2018-01-23 03:01:48,app3,3,520,Apple
193,2,799,2018-01-02 11:41:22,2018-01-15 09:09:12,sam3,1,20,Samsung
193,3,799,2018-01-05 20:01:53,2018-01-27 03:44:33,app1,1,300,Apple
193,4,799,2018-01-04 01:07:20,2018-01-23 18:19:19,app2,3,10,Apple
194,1,898,2018-01-06 16:53:27,2018-01-20 16:28:15,app2,2,10,Apple
194,2,898,2018-01-08 15:17:31,2018-01-25 20:48:18,sam1,1,200,Samsung
195,1,434,2018-01-08 06:37:21,2018-01-18 06:25:05,sam1,3,200,Samsung
195,2,434,2018-01-01 02:55:27,2018-01-22 12:54:10,sam2,3,150,Samsung
196,1,857,2018-01-05 14:05:17,2018-01-23 19:56:44,app2,1,10,Apple
196,2,857,2018-01-05 19:59:12,2018-01-18 04:46:17,htc3,3,220,HTC
196,3,857,2018-01-02 12:23:04,2018-01-29 23:24:54,app2,1,10,Apple
197,1,4,2018-01-04 15:32:59,2018-01-10 15:03:29,htc2,2,110,HTC
197,2,4,2018-01-03 08:30:16,2018-01-15 08:12:38,app1,2,300,Apple
198,1,604,2018-01-05 15:37:05,2018-01-11 01:55:26,htc3,3,220,HTC
198,2,604,2018-01-06 11:46:09,2018-01-21 14:52:03,htcone,3,100,HTC
199,1,414,2018-01-06 21:53:01,2018-01-30 09:12:34,sam3,3,20,Samsung
199,2,414,2018-01-04 17:11:56,2018-01-29 17:13:42,htcone,2,100,HTC
199,3,414,2018-01-03 16:23:22,2018-01-24 19:51:04,app3,3,520,Apple
199,4,414,2018-01-01 07:50:48,2018-01-18 09:16:57,app1,1,300,Apple
200,1,273,2018-01-05 18:17:33,2018-01-23 21:23:01,app1,1,300,Apple
200,2,273,2018-01-05 21:44:33,2018-01-31 17:26:24,htc2,2,110,HTC
201,1,514,2018-01-01 19:11:52,2018-01-31 10:04:03,app2,1,10,Apple
202,1,993,2018-01-05 08:50:21,2018-01-23 19:05:03,sam1,2,200,Samsung
202,2,993,2018-01-04 18:37:28,2018-01-28 05:01:22,app3,2,520,Apple
202,3,993,2018-01-04 12:28:47,2018-01-12 00:26:13,sam2,2,150,Samsung
202,4,993,2018-01-05 20:46:05,2018-01-15 17:32:15,htc2,3,110,HTC
203,1,542,2018-01-05 05:25:22,2018-01-13 07:28:46,sam3,2,20,Samsung
203,2,542,2018-01-07 16:19:18,2018-01-22 09:15:05,sam2,2,150,Samsung
204,1,309,2018-01-07 17:00:50,2018-01-23 09:56:49,sam1,3,200,Samsung
204,2,309,2018-01-04 22:23:16,2018-01-10 20:34:41,app2,2,10,Apple
205,1,10,2018-01-06 03:54:12,2018-01-15 02:40:54,sam3,1,20,Samsung
206,1,441,2018-01-03 12:04:38,2018-01-19 00:12:17,app1,2,300,Apple
207,1,753,2018-01-02 23:39:00,2018-01-11 20:41:03,sam3,3,20,Samsung
207,2,753,2018-01-04 04:35:18,2018-01-19 02:48:45,sam3,1,20,Samsung
207,3,753,2018-01-02 16:28:20,2018-01-18 23:44:14,htc2,3,110,HTC
208,1,572,2018-01-01 14:50:38,2018-01-21 09:58:41,app3,1,520,Apple
208,2,572,2018-01-01 11:01:02,2018-01-28 17:17:53,htc3,1,220,HTC
208,3,572,2018-01-08 13:02:49,2018-01-25 19:59:39,htc3,1,220,HTC
208,4,572,2018-01-08 14:40:40,2018-01-20 07:53:32,sam2,1,150,Samsung
209,1,722,2018-01-02 18:06:56,2018-01-21 14:52:13,app3,1,520,Apple
210,1,680,2018-01-04 16:59:00,2018-01-29 08:40:16,app3,1,520,Apple
210,2,680,2018-01-08 11:45:47,2018-01-31 01:42:55,htc2,2,110,HTC
210,3,680,2018-01-04 08:54:57,2018-01-21 10:37:55,htc3,1,220,HTC
210,4,680,2018-01-01 23:37:34,2018-01-10 09:17:57,app1,3,300,Apple
211,1,285,2018-01-02 07:42:47,2018-01-22 04:53:16,app3,1,520,Apple
212,1,265,2018-01-01 07:47:19,2018-01-14 23:37:04,htc3,1,220,HTC
212,2,265,2018-01-08 13:22:56,2018-01-31 04:21:55,htc2,3,110,HTC
212,3,265,2018-01-01 12:09:46,2018-01-18 03:30:11,app3,3,520,Apple
213,1,10,2018-01-07 15:44:51,2018-01-14 14:11:51,app3,3,520,Apple
213,2,10,2018-01-03 17:08:35,2018-01-28 20:59:42,htc3,3,220,HTC
213,3,10,2018-01-04 21:07:29,2018-01-23 12:59:32,htcone,3,100,HTC
213,4,10,2018-01-02 00:14:45,2018-01-29 13:37:13,sam3,3,20,Samsung
214,1,937,2018-01-05 03:56:56,2018-01-23 08:31:16,htc2,1,110,HTC
214,2,937,2018-01-04 14:50:27,2018-01-30 13:09:20,htcone,1,100,HTC
214,3,937,2018-01-04 02:09:48,2018-01-18 21:50:35,sam2,1,150,Samsung
214,4,937,2018-01-08 16:27:47,2018-01-12 10:14:27,sam3,3,20,Samsung
215,1,494,2018-01-02 21:08:38,2018-01-18 01:23:21,sam1,2,200,Samsung
215,2,494,2018-01-01 02:42:57,2018-01-17 16:37:07,sam1,2,200,Samsung
215,3,494,2018-01-08 21:49:33,2018-01-24 03:11:39,htcone,2,100,HTC
215,4,494,2018-01-05 13:16:08,2018-01-31 00:34:27,htc3,2,220,HTC
216,1,636,2018-01-03 14:00:21,2018-01-10 13:00:33,sam2,1,150,Samsung
216,2,636,2018-01-07 05:01:19,2018-01-31 10:33:53,htc2,1,110,HTC
216,3,636,2018-01-04 19:07:07,2018-01-25 20:54:40,sam1,3,200,Samsung
217,1,833,2018-01-08 21:48:51,2018-01-31 05:44:44,htc3,1,220,HTC
217,2,833,2018-01-07 06:41:47,2018-01-19 01:17:42,htcone,2,100,HTC
217,3,833,2018-01-01 10:54:57,2018-01-28 18:44:58,app1,1,300,Apple
217,4,833,2018-01-07 13:29:51,2018-01-21 23:16:36,app1,2,300,Apple
218,1,816,2018-01-06 00:27:49,2018-01-12 10:56:23,sam1,1,200,Samsung
219,1,928,2018-01-04 02:15:16,2018-01-30 14:18:11,app2,3,10,Apple
219,2,928,2018-01-06 04:53:53,2018-01-22 14:39:59,htcone,2,100,HTC
220,1,122,2018-01-07 02:32:09,2018-01-12 04:33:15,htcone,1,100,HTC
220,2,122,2018-01-01 22:04:49,2018-01-24 06:43:15,htc2,2,110,HTC
221,1,80,2018-01-06 18:50:10,2018-01-08 23:22:16,sam2,2,150,Samsung
222,1,639,2018-01-01 07:23:47,2018-01-10 22:00:26,htc3,3,220,HTC
222,2,639,2018-01-03 09:54:47,2018-01-09 19:00:01,htc3,2,220,HTC
223,1,996,2018-01-01 08:01:36,2018-01-09 03:17:52,sam2,3,150,Samsung
224,1,617,2018-01-08 18:00:35,2018-01-15 20:16:42,htc3,2,220,HTC
224,2,617,2018-01-03 10:42:59,2018-01-17 20:56:40,sam1,3,200,Samsung
225,1,451,2018-01-04 14:02:14,2018-01-22 11:45:17,sam1,2,200,Samsung
226,1,301,2018-01-01 09:47:06,2018-01-16 18:52:56,app2,3,10,Apple
226,2,301,2018-01-02 08:59:22,2018-01-26 21:49:18,sam3,2,20,Samsung
226,3,301,2018-01-03 20:14:24,2018-01-28 03:39:50,app3,1,520,Apple
227,1,559,2018-01-06 01:26:48,2018-01-31 04:16:16,htc3,1,220,HTC
227,2,559,2018-01-06 20:23:19,2018-01-25 04:51:29,app2,2,10,Apple
227,3,559,2018-01-05 20:25:00,2018-01-11 09:27:00,app2,3,10,Apple
227,4,559,2018-01-08 21:35:30,2018-01-23 01:08:09,sam2,1,150,Samsung
228,1,779,2018-01-03 10:51:27,2018-01-13 07:55:30,app3,2,520,Apple
228,2,779,2018-01-06 10:38:38,2018-01-13 03:29:36,htcone,2,100,HTC
228,3,779,2018-01-08 19:22:23,2018-01-23 14:02:34,app1,3,300,Apple
228,4,779,2018-01-01 03:11:38,2018-01-27 11:28:03,htc3,3,220,HTC
229,1,393,2018-01-05 09:52:36,2018-01-15 01:26:01,app3,2,520,Apple
230,1,945,2018-01-02 23:45:35,2018-01-30 23:22:04,htc3,2,220,HTC
230,2,945,2018-01-07 12:22:40,2018-01-28 07:44:15,htc2,3,110,HTC
230,3,945,2018-01-04 12:26:21,2018-01-29 15:44:32,htcone,2,100,HTC
230,4,945,2018-01-07 13:21:41,2018-01-17 19:16:15,app2,1,10,Apple
231,1,683,2018-01-06 00:55:30,2018-01-14 00:26:47,app1,3,300,Apple
232,1,94,2018-01-07 10:39:18,2018-01-15 05:42:57,sam2,2,150,Samsung
232,2,94,2018-01-01 14:06:15,2018-01-25 06:33:44,htc3,3,220,HTC
232,3,94,2018-01-07 01:43:22,2018-01-26 22:46:33,app1,2,300,Apple
233,1,350,2018-01-03 22:00:22,2018-01-26 04:30:24,htc3,3,220,HTC
233,2,350,2018-01-06 00:11:34,2018-01-29 20:22:34,htc2,1,110,HTC
234,1,675,2018-01-04 12:43:45,2018-01-29 23:15:16,app1,2,300,Apple
234,2,675,2018-01-08 15:33:34,2018-01-21 09:09:19,app1,1,300,Apple
234,3,675,2018-01-05 04:52:08,2018-01-12 02:24:42,htc2,1,110,HTC
234,4,675,2018-01-06 09:47:45,2018-01-16 08:11:06,htcone,1,100,HTC
235,1,861,2018-01-01 05:25:59,2018-01-18 00:14:50,htcone,3,100,HTC
235,2,861,2018-01-03 21:35:16,2018-01-21 09:26:42,sam1,1,200,Samsung
236,1,35,2018-01-01 03:12:36,2018-01-13 15:16:55,sam3,2,20,Samsung
236,2,35,2018-01-04 21:34:29,2018-01-20 17:53:28,sam2,1,150,Samsung
236,3,35,2018-01-02 13:44:30,2018-01-27 01:51:12,sam3,2,20,Samsung
236,4,35,2018-01-02 09:57:33,2018-01-24 12:26:01,sam1,1,200,Samsung
237,1,73,2018-01-05 14:41:13,2018-01-18 01:54:50,sam2,3,150,Samsung
237,2,73,2018-01-06 05:17:45,2018-01-09 14:08:35,app3,1,520,Apple
238,1,72,2018-01-02 04:14:45,2018-01-29 00:21:23,sam2,1,150,Samsung
238,2,72,2018-01-07 17:45:08,2018-01-10 17:01:23,app2,3,10,Apple
239,1,530,2018-01-04 23:29:51,2018-01-15 17:21:26,sam2,1,150,Samsung
239,2,530,2018-01-04 09:10:22,2018-01-22 00:15:36,htc3,2,220,HTC
240,1,328,2018-01-02 03:08:30,2018-01-17 04:09:38,htc2,3,110,HTC
240,2,328,2018-01-01 16:33:59,2018-01-14 11:36:56,app1,3,300,Apple
240,3,328,2018-01-02 01:49:02,2018-01-24 23:06:22,app2,1,10,Apple
241,1,641,2018-01-07 20:00:06,2018-01-22 02:34:02,sam3,3,20,Samsung
241,2,641,2018-01-04 05:31:56,2018-01-21 15:34:11,sam1,2,200,Samsung
241,3,641,2018-01-06 10:10:44,2018-01-28 22:42:31,sam1,1,200,Samsung
241,4,641,2018-01-08 11:47:42,2018-01-26 03:43:07,sam1,1,200,Samsung
242,1,402,2018-01-04 12:43:19,2018-01-23 02:35:38,sam2,2,150,Samsung
242,2,402,2018-01-04 00:43:18,2018-01-11 17:33:32,app3,2,520,Apple
243,1,51,2018-01-08 16:57:28,2018-01-25 04:07:29,sam3,3,20,Samsung
244,1,458,2018-01-03 08:27:29,2018-01-14 06:49:12,app1,2,300,Apple
244,2,458,2018-01-01 12:19:54,2018-01-13 15:50:35,htc3,2,220,HTC
245,1,681,2018-01-08 05:41:49,2018-01-15 05:01:21,sam1,3,200,Samsung
246,1,582,2018-01-01 06:35:28,2018-01-18 13:26:52,app1,2,300,Apple
247,1,58,2018-01-04 20:19:13,2018-01-21 22:18:15,app3,1,520,Apple
247,2,58,2018-01-06 03:32:34,2018-01-20 06:34:44,htc3,3,220,HTC
248,1,267,2018-01-08 21:29:45,2018-01-14 14:57:58,app3,2,520,Apple
248,2,267,2018-01-03 13:14:59,2018-01-15 11:19:10,app2,3,10,Apple
249,1,844,2018-01-04 18:17:05,2018-01-13 05:18:47,sam1,1,200,Samsung
249,2,844,2018-01-02 00:23:43,2018-01-30 17:17:44,htc2,1,110,HTC
250,1,334,2018-01-04 02:03:37,2018-01-25 18:56:23,app2,3,10,Apple
250,2,334,2018-01-01 02:12:04,2018-01-24 19:26:45,app1,2,300,Apple
250,3,334,2018-01-08 18:24:46,2018-01-27 15:50:59,sam2,1,150,Samsung
251,1,726,2018-01-04 19:58:57,2018-01-25 06:29:19,app3,2,520,Apple
251,2,726,2018-01-08 19:19:52,2018-01-31 06:22:40,app2,1,10,Apple
251,3,726,2018-01-01 02:48:52,2018-01-20 01:46:09,app1,3,300,Apple
252,1,713,2018-01-08 08:17:08,2018-01-18 00:01:17,htcone,1,100,HTC
252,2,713,2018-01-03 18:44:04,2018-01-31 07:24:20,htc3,1,220,HTC
252,3,713,2018-01-04 10:13:22,2018-01-17 08:10:24,htcone,1,100,HTC
253,1,681,2018-01-05 12:13:29,2018-01-22 20:23:53,sam1,2,200,Samsung
253,2,681,2018-01-01 12:24:51,2018-01-24 23:27:12,app2,3,10,Apple
253,3,681,2018-01-07 15:11:26,2018-01-23 04:06:09,htc3,1,220,HTC
254,1,578,2018-01-08 09:58:32,2018-01-29 09:01:28,app1,1,300,Apple
254,2,578,2018-01-08 01:45:37,2018-01-20 04:01:26,app2,3,10,Apple
254,3,578,2018-01-05 08:32:30,2018-01-20 05:42:36,app3,1,520,Apple
254,4,578,2018-01-06 08:26:11,2018-01-19 15:13:33,app2,3,10,Apple
255,1,169,2018-01-07 10:42:19,2018-01-26 04:48:37,htc3,2,220,HTC
255,2,169,2018-01-06 10:38:17,2018-01-17 21:25:39,app1,3,300,Apple
256,1,273,2018-01-02 05:54:30,2018-01-23 22:18:42,sam3,3,20,Samsung
257,1,835,2018-01-06 07:18:01,2018-01-12 21:59:03,sam3,3,20,Samsung
257,2,835,2018-01-08 11:35:45,2018-01-28 14:37:35,app1,1,300,Apple
258,1,666,2018-01-02 22:04:24,2018-01-14 08:36:15,htcone,1,100,HTC
258,2,666,2018-01-07 21:47:10,2018-01-20 07:47:05,app2,1,10,Apple
